RF-CAT,SEXO,IDA-MÉD,TC,NC,TO,ME,TURNO,ANO,AE
1,F,27.0,FIC,CTUCAL,NSA,D,NSA,2021,0
1,F,27.0,FIC,OE,NSA,D,NSA,2021,1
1,F,27.0,FIC,DES,NSA,P,NOT,2021,1
1,F,27.0,TÉC,GT,SUB,P,INT,2021,0
1,F,27.0,TÉC,GT,SUB,P,INT,2021,0
1,F,27.0,TÉC,GT,SUB,P,INT,2021,0
1,F,27.0,TÉC,GT,SUB,P,INT,2021,0
1,F,27.0,TÉC,GT,SUB,P,INT,2021,0
1,F,27.0,TÉC,GT,SUB,P,INT,2021,0
1,F,27.0,TÉC,SJ,SUB,P,NOT,2021,0
1,F,27.0,TÉC,SJ,SUB,P,NOT,2021,0
1,F,27.0,TÉC,SJ,SUB,P,NOT,2021,0
1,F,27.0,TÉC,SJ,SUB,P,NOT,2021,0
1,F,32.0,FIC,ACS,NSA,P,NOT,2021,1
1,F,32.0,FIC,AL,NSA,D,NSA,2021,0
1,F,32.0,FIC,AP,NSA,D,NSA,2021,1
1,F,32.0,FIC,AP,NSA,D,NSA,2021,1
1,F,32.0,TÉC,GT,SUB,P,INT,2021,0
1,F,32.0,TÉC,GT,SUB,P,INT,2021,0
1,F,32.0,TÉC,GT,SUB,P,INT,2021,0
1,F,32.0,TÉC,SJ,SUB,P,VES,2021,0
1,F,32.0,TÉC,TI,SUB,P,NOT,2021,0
1,F,32.0,TÉC,TI,SUB,P,NOT,2021,0
1,F,37.0,FIC,ACS,NSA,P,NOT,2021,1
1,F,37.0,FIC,APC,NSA,D,NSA,2021,1
1,F,37.0,TÉC,GT,SUB,P,INT,2021,0
1,F,37.0,TÉC,GT,SUB,P,INT,2021,0
1,F,37.0,TÉC,SJ,SUB,P,NOT,2021,0
1,F,37.0,TÉC,SJ,SUB,P,NOT,2021,0
1,F,37.0,TÉC,SJ,SUB,P,VES,2021,0
1,F,37.0,TÉC,TI,SUB,P,NOT,2021,0
1,F,42.0,FIC,ACO,NSA,D,NSA,2021,1
1,F,42.0,FIC,AP,NSA,D,NSA,2021,1
1,F,42.0,FIC,OE,NSA,D,NSA,2021,1
1,F,42.0,TÉC,SJ,SUB,P,NOT,2021,1
1,F,42.0,TÉC,SJ,SUB,P,VES,2021,0
1,F,42.0,TÉC,TI,SUB,P,NOT,2021,0
1,F,47.0,FIC,AP,NSA,D,NSA,2021,1
1,F,47.0,FIC,OE,NSA,D,NSA,2021,1
1,F,47.0,FIC,DES,NSA,P,NOT,2021,0
1,F,47.0,TÉC,GT,SUB,P,VES,2021,0
1,F,47.0,TÉC,GT,SUB,P,VES,2021,0
1,F,47.0,TÉC,SJ,SUB,P,NOT,2021,0
1,F,47.0,TÉC,TI,SUB,P,NOT,2021,0
1,F,47.0,TÉC,TI,SUB,P,NOT,2021,1
1,F,52.0,FIC,DES,NSA,P,NOT,2021,0
1,F,52.0,TÉC,GT,SUB,P,INT,2021,0
1,F,52.0,TÉC,GT,SUB,P,INT,2021,0
1,F,57.0,TÉC,GT,SUB,P,INT,2021,0
1,F,57.0,TÉC,GT,SUB,P,VES,2021,0
1,M,17.0,TÉC,GT,SUB,P,INT,2021,0
1,M,17.0,TÉC,GT,SUB,P,INT,2021,0
1,M,17.0,TÉC,SJ,INT,P,INT,2021,0
1,M,17.0,TÉC,SJ,INT,P,INT,2021,0
1,M,17.0,TÉC,SJ,INT,P,INT,2021,0
1,M,17.0,TÉC,SJ,INT,P,INT,2021,0
1,M,17.0,TÉC,SJ,INT,P,INT,2021,0
1,M,17.0,TÉC,SJ,INT,P,INT,2021,0
1,M,22.0,FIC,OE,NSA,D,NSA,2021,1
1,M,22.0,TÉC,GT,SUB,P,INT,2021,0
1,M,22.0,TÉC,GT,SUB,P,INT,2021,0
1,M,22.0,TÉC,GT,SUB,P,VES,2021,1
1,M,22.0,TÉC,GT,SUB,P,VES,2021,1
1,M,22.0,TÉC,SJ,SUB,P,NOT,2021,0
1,M,22.0,TÉC,SJ,SUB,P,NOT,2021,0
1,M,22.0,TÉC,SJ,SUB,P,NOT,2021,0
1,M,22.0,TÉC,SJ,SUB,P,NOT,2021,0
1,M,27.0,FIC,AC,NSA,D,NSA,2021,0
1,M,27.0,FIC,AC,NSA,D,NSA,2021,1
1,M,27.0,TÉC,GT,SUB,P,VES,2021,1
1,M,27.0,TÉC,SJ,SUB,P,NOT,2021,0
1,M,27.0,TÉC,TI,SUB,P,NOT,2021,0
1,M,27.0,TÉC,TI,SUB,P,NOT,2021,0
1,M,27.0,TÉC,TA,SUB,P,NOT,2021,1
1,M,32.0,FIC,OE,NSA,D,NSA,2021,1
1,M,32.0,TÉC,GT,SUB,P,INT,2021,0
1,M,32.0,TÉC,SJ,SUB,P,VES,2021,0
1,M,32.0,TÉC,TI,SUB,P,NOT,2021,0
1,M,37.0,FIC,APS,NSA,D,NSA,2021,1
1,M,37.0,FIC,AP,NSA,D,NSA,2021,0
1,M,37.0,TÉC,TI,SUB,P,NOT,2021,0
1,M,37.0,TÉC,TA,SUB,P,NOT,2021,0
1,M,42.0,FIC,AP,NSA,D,NSA,2021,1
1,M,42.0,TÉC,GT,SUB,P,INT,2021,0
1,M,42.0,TÉC,TI,SUB,P,NOT,2021,0
1,M,42.0,TÉC,TI,SUB,P,NOT,2021,0
1,M,42.0,TÉC,TI,SUB,P,NOT,2021,0
1,M,47.0,TÉC,GT,SUB,P,INT,2021,0
1,M,47.0,TÉC,GT,SUB,P,INT,2021,0
1,M,47.0,TÉC,GT,SUB,P,VES,2021,0
1,M,52.0,TÉC,GT,SUB,P,VES,2021,0
1,M,57.0,TÉC,TI,SUB,P,NOT,2021,0
"1,5",F,17.0,TÉC,SJ,INT,P,INT,2021,0
"1,5",F,17.0,TÉC,SJ,INT,P,INT,2021,0
"1,5",F,22.0,FIC,AP,NSA,D,NSA,2021,0
"1,5",F,22.0,TÉC,GT,SUB,P,INT,2021,0
"1,5",F,22.0,TÉC,SJ,SUB,P,NOT,2021,0
"1,5",F,22.0,TÉC,SJ,SUB,P,NOT,2021,1
"1,5",F,22.0,TÉC,TI,SUB,P,NOT,2021,0
"1,5",F,22.0,TÉC,TA,SUB,P,NOT,2021,0
"1,5",F,27.0,FIC,OE,NSA,D,NSA,2021,1
"1,5",F,27.0,TÉC,TI,SUB,P,NOT,2021,0
"1,5",F,32.0,FIC,AP,NSA,D,NSA,2021,0
"1,5",F,32.0,TÉC,TI,SUB,P,NOT,2021,0
"1,5",F,37.0,TÉC,TA,SUB,P,NOT,2021,0
"1,5",F,42.0,FIC,AC,NSA,D,NSA,2021,1
"1,5",F,42.0,FIC,AL,NSA,D,NSA,2021,0
"1,5",F,42.0,TÉC,SJ,SUB,P,NOT,2021,0
"1,5",F,42.0,TÉC,SJ,SUB,P,NOT,2021,1
"1,5",F,47.0,FIC,ACS,NSA,P,NOT,2021,1
"1,5",F,47.0,TÉC,SJ,SUB,P,NOT,2021,0
"1,5",M,17.0,TÉC,SJ,INT,P,INT,2021,0
"1,5",M,22.0,TÉC,GT,SUB,P,INT,2021,0
"1,5",M,22.0,TÉC,GT,SUB,P,INT,2021,0
"1,5",M,22.0,TÉC,GT,SUB,P,INT,2021,0
"1,5",M,22.0,TÉC,TA,SUB,P,VES,2021,0
"1,5",M,27.0,FIC,AL,NSA,D,NSA,2021,0
"1,5",M,27.0,TÉC,SJ,SUB,P,NOT,2021,0
"1,5",M,27.0,TÉC,TA,SUB,P,NOT,2021,0
"1,5",M,32.0,FIC,AL,NSA,D,NSA,2021,1
"1,5",M,37.0,FIC,AP,NSA,D,NSA,2021,1
"1,5",M,37.0,TÉC,GT,SUB,P,INT,2021,0
"1,5",M,42.0,FIC,AP,NSA,D,NSA,2021,0
"1,5",M,47.0,TÉC,SJ,SUB,P,NOT,2021,0
"1,5",M,52.0,FIC,CTUCAL,NSA,D,NSA,2021,0
"1,5",M,52.0,TÉC,TI,SUB,P,NOT,2021,0
"2,5",F,17.0,TÉC,SJ,INT,P,INT,2021,0
"2,5",F,17.0,TÉC,SJ,INT,P,INT,2021,0
"2,5",F,22.0,FIC,ACS,NSA,P,NOT,2021,1
"2,5",F,27.0,FIC,AP,NSA,D,NSA,2021,1
"2,5",F,27.0,FIC,CTUCAL,NSA,D,NSA,2021,0
"2,5",F,27.0,FIC,OE,NSA,D,NSA,2021,0
"2,5",F,27.0,TÉC,SJ,SUB,P,NOT,2021,0
"2,5",F,32.0,FIC,OE,NSA,D,NSA,2021,0
"2,5",F,32.0,TÉC,GT,SUB,P,INT,2021,0
"2,5",F,32.0,TÉC,SJ,SUB,P,NOT,2021,0
"2,5",F,32.0,TÉC,SJ,SUB,P,NOT,2021,0
"2,5",F,32.0,TÉC,SJ,SUB,P,NOT,2021,0
"2,5",F,32.0,TÉC,TI,SUB,P,NOT,2021,0
"2,5",F,32.0,TÉC,TI,SUB,P,NOT,2021,0
"2,5",M,17.0,TÉC,SJ,INT,P,INT,2021,0
"2,5",M,27.0,TÉC,GT,SUB,P,INT,2021,0
"2,5",M,27.0,TÉC,GT,SUB,P,INT,2021,0
"2,5",M,32.0,TÉC,TI,SUB,P,NOT,2021,0
"2,5",M,37.0,FIC,AC,NSA,D,NSA,2021,1
"2,5",M,37.0,TÉC,SJ,SUB,P,NOT,2021,0
"2,5",M,42.0,FIC,APC,NSA,D,NSA,2021,1
"2,5",M,42.0,FIC,OE,NSA,D,NSA,2021,0
"2,5",M,47.0,TÉC,GT,SUB,P,VES,2021,1
"2,5",M,52.0,FIC,AP,NSA,D,NSA,2021,1
"2,5",M,52.0,FIC,CTUCAL,NSA,D,NSA,2021,0
"3,5",F,27.0,TÉC,SJ,SUB,P,NOT,2021,0
"3,5",F,27.0,TÉC,SJ,SUB,P,NOT,2021,0
"3,5",F,32.0,TÉC,GT,SUB,P,INT,2021,0
"3,5",F,32.0,TÉC,TI,SUB,P,NOT,2021,0
"3,5",M,27.0,TÉC,SJ,SUB,P,NOT,2021,0
"3,5",M,27.0,TÉC,SJ,SUB,P,NOT,2021,0
"3,5",M,37.0,TÉC,TI,SUB,P,NOT,2021,0
5,F,17.0,TÉC,SJ,INT,P,INT,2021,0
5,F,22.0,TÉC,SJ,SUB,P,NOT,2021,0
5,F,27.0,TÉC,GT,SUB,P,INT,2021,0
5,F,32.0,TÉC,TI,SUB,P,NOT,2021,0
5,F,37.0,FIC,ACS,NSA,P,NOT,2021,1
5,F,47.0,TÉC,TI,SUB,P,NOT,2021,0
5,F,52.0,FIC,AP,NSA,D,NSA,2021,1
5,M,22.0,TÉC,GT,SUB,P,INT,2021,0
5,M,32.0,FIC,AC,NSA,D,NSA,2021,1
5,M,32.0,TÉC,GT,SUB,P,INT,2021,0
5,M,37.0,TÉC,TA,SUB,P,NOT,2021,0
5,M,42.0,TÉC,SJ,SUB,P,NOT,2021,0
5,M,52.0,TÉC,GT,SUB,P,INT,2021,0
5,M,52.0,TÉC,GT,SUB,P,VES,2021,0
ND,F,17.0,FIC,AC,NSA,D,NSA,2021,1
ND,F,17.0,FIC,AC,NSA,D,NSA,2021,1
ND,F,17.0,FIC,APC,NSA,D,NSA,2021,1
ND,F,17.0,TÉC,GT,SUB,P,INT,2021,0
ND,F,17.0,TÉC,SJ,INT,P,INT,2021,0
ND,F,17.0,TÉC,SJ,INT,P,INT,2021,0
ND,F,22.0,FIC,ACS,NSA,P,NOT,2021,1
ND,F,22.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,22.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,22.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AL,NSA,D,NSA,2021,0
ND,F,22.0,FIC,AL,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AL,NSA,D,NSA,2021,1
ND,F,22.0,FIC,APC,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,22.0,FIC,CTUCAL,NSA,D,NSA,2021,1
ND,F,22.0,FIC,CTUCAL,NSA,D,NSA,2021,1
ND,F,22.0,FIC,OE,NSA,D,NSA,2021,1
ND,F,22.0,FIC,OE,NSA,D,NSA,2021,1
ND,F,22.0,TÉC,GT,SUB,P,INT,2021,0
ND,F,22.0,TÉC,GT,SUB,P,INT,2021,0
ND,F,22.0,TÉC,GT,SUB,P,VES,2021,1
ND,F,22.0,TÉC,GT,SUB,P,VES,2021,1
ND,F,22.0,TÉC,PES,SUB,P,VES,2021,1
ND,F,22.0,TÉC,SJ,INT,P,INT,2021,1
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,22.0,TÉC,TA,SUB,P,VES,2021,1
ND,F,27.0,FIC,APS,NSA,D,NSA,2021,0
ND,F,27.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,27.0,FIC,APC,NSA,D,NSA,2021,0
ND,F,27.0,FIC,APC,NSA,D,NSA,2021,1
ND,F,27.0,FIC,ACO,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,27.0,FIC,CTUCAL,NSA,D,NSA,2021,0
ND,F,27.0,FIC,OE,NSA,D,NSA,2021,1
ND,F,27.0,FIC,OE,NSA,D,NSA,2021,1
ND,F,27.0,FIC,OE,NSA,D,NSA,2021,1
ND,F,27.0,TÉC,GT,SUB,P,INT,2021,0
ND,F,27.0,TÉC,GT,SUB,P,VES,2021,1
ND,F,27.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,F,27.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,27.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,27.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,27.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,27.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,32.0,FIC,ACS,NSA,P,NOT,2021,0
ND,F,32.0,FIC,ACS,NSA,P,NOT,2021,1
ND,F,32.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,32.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,32.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,32.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,32.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,32.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AL,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AL,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AL,NSA,D,NSA,2021,1
ND,F,32.0,FIC,APC,NSA,D,NSA,2021,1
ND,F,32.0,FIC,APC,NSA,D,NSA,2021,1
ND,F,32.0,FIC,ACO,NSA,D,NSA,2021,1
ND,F,32.0,FIC,ACO,NSA,D,NSA,2021,1
ND,F,32.0,FIC,ACO,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,32.0,FIC,CTUCAL,NSA,D,NSA,2021,0
ND,F,32.0,FIC,OE,NSA,D,NSA,2021,0
ND,F,32.0,FIC,OE,NSA,D,NSA,2021,0
ND,F,32.0,FIC,OE,NSA,D,NSA,2021,1
ND,F,32.0,FIC,OE,NSA,D,NSA,2021,1
ND,F,32.0,FIC,OE,NSA,D,NSA,2021,1
ND,F,32.0,FIC,DES,NSA,P,NOT,2021,1
ND,F,32.0,TÉC,GT,SUB,P,INT,2021,0
ND,F,32.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,F,32.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,32.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,37.0,FIC,ACO,NSA,D,NSA,2021,1
ND,F,37.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,37.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,37.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,37.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,37.0,FIC,AL,NSA,D,NSA,2021,0
ND,F,37.0,FIC,AL,NSA,D,NSA,2021,0
ND,F,37.0,FIC,ACS,NSA,P,NOT,2021,1
ND,F,37.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,37.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,37.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,37.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,37.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,37.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,37.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,37.0,FIC,OE,NSA,D,NSA,2021,0
ND,F,37.0,FIC,OE,NSA,D,NSA,2021,1
ND,F,37.0,FIC,DES,NSA,P,NOT,2021,0
ND,F,37.0,TÉC,GT,SUB,P,VES,2021,0
ND,F,37.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,F,37.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,42.0,FIC,ACO,NSA,D,NSA,2021,1
ND,F,42.0,FIC,AC,NSA,D,NSA,2021,1
ND,F,42.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,42.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,42.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,42.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,42.0,FIC,ACS,NSA,P,NOT,2021,1
ND,F,42.0,FIC,AP,NSA,D,NSA,2021,0
ND,F,42.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,42.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,42.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,42.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,42.0,FIC,DES,NSA,P,NOT,2021,1
ND,F,42.0,TÉC,TI,SUB,P,NOT,2021,0
ND,F,47.0,FIC,ACS,NSA,P,NOT,2021,1
ND,F,47.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,47.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,47.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,47.0,FIC,ACO,NSA,D,NSA,2021,1
ND,F,47.0,FIC,ACO,NSA,D,NSA,2021,1
ND,F,47.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,47.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,47.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,47.0,FIC,CTUCAL,NSA,D,NSA,2021,1
ND,F,47.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,F,52.0,FIC,ACS,NSA,P,NOT,2021,1
ND,F,52.0,FIC,APS,NSA,D,NSA,2021,1
ND,F,52.0,FIC,ACO,NSA,D,NSA,2021,0
ND,F,52.0,FIC,ACO,NSA,D,NSA,2021,1
ND,F,52.0,TÉC,SJ,SUB,P,VES,2021,0
ND,F,57.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,57.0,FIC,AP,NSA,D,NSA,2021,1
ND,F,57.0,FIC,DES,NSA,P,NOT,2021,1
ND,F,62.0,FIC,AC,NSA,D,NSA,2021,0
ND,F,62.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,17.0,TÉC,GT,SUB,P,INT,2021,0
ND,M,17.0,TÉC,SJ,INT,P,INT,2021,0
ND,M,17.0,TÉC,SJ,INT,P,INT,2021,0
ND,M,22.0,FIC,APS,NSA,D,NSA,2021,0
ND,M,22.0,FIC,APS,NSA,D,NSA,2021,1
ND,M,22.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,22.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,22.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,22.0,FIC,APC,NSA,D,NSA,2021,0
ND,M,22.0,FIC,AP,NSA,D,NSA,2021,0
ND,M,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,22.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,22.0,FIC,OE,NSA,D,NSA,2021,0
ND,M,22.0,FIC,OE,NSA,D,NSA,2021,1
ND,M,22.0,TÉC,SJ,SUB,P,VES,2021,0
ND,M,22.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,22.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,27.0,FIC,ACS,NSA,P,NOT,2021,1
ND,M,27.0,FIC,AL,NSA,D,NSA,2021,0
ND,M,27.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,27.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,27.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,27.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,27.0,FIC,AP,NSA,D,NSA,2021,0
ND,M,27.0,FIC,AP,NSA,D,NSA,2021,0
ND,M,27.0,FIC,CTUCAL,NSA,D,NSA,2021,0
ND,M,27.0,FIC,OE,NSA,D,NSA,2021,1
ND,M,27.0,FIC,OE,NSA,D,NSA,2021,1
ND,M,27.0,TÉC,TI,SUB,P,NOT,2021,0
ND,M,27.0,TÉC,TA,SUB,P,NOT,2021,0
ND,M,27.0,TÉC,TA,SUB,P,NOT,2021,0
ND,M,27.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,27.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,27.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,32.0,FIC,APS,NSA,D,NSA,2021,1
ND,M,32.0,FIC,APS,NSA,D,NSA,2021,1
ND,M,32.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,32.0,FIC,APC,NSA,D,NSA,2021,1
ND,M,32.0,FIC,AP,NSA,D,NSA,2021,0
ND,M,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,32.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,32.0,FIC,CTUCAL,NSA,D,NSA,2021,1
ND,M,32.0,FIC,CTUCAL,NSA,D,NSA,2021,1
ND,M,32.0,FIC,OE,NSA,D,NSA,2021,0
ND,M,32.0,TÉC,GT,SUB,P,INT,2021,0
ND,M,32.0,TÉC,GT,SUB,P,INT,2021,0
ND,M,32.0,TÉC,GT,SUB,P,INT,2021,0
ND,M,32.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,37.0,FIC,AC,NSA,D,NSA,2021,1
ND,M,37.0,FIC,APS,NSA,D,NSA,2021,1
ND,M,37.0,FIC,APS,NSA,D,NSA,2021,1
ND,M,37.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,37.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,37.0,FIC,APC,NSA,D,NSA,2021,1
ND,M,37.0,FIC,AP,NSA,D,NSA,2021,0
ND,M,37.0,FIC,AP,NSA,D,NSA,2021,0
ND,M,37.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,37.0,FIC,AP,NSA,D,NSA,2021,1
ND,M,37.0,FIC,CTUCAL,NSA,D,NSA,2021,0
ND,M,37.0,FIC,CTUCAL,NSA,D,NSA,2021,0
ND,M,37.0,FIC,CTUCAL,NSA,D,NSA,2021,1
ND,M,37.0,TÉC,GT,SUB,P,INT,2021,0
ND,M,37.0,TÉC,GT,SUB,P,INT,2021,0
ND,M,37.0,TÉC,TI,SUB,P,NOT,2021,0
ND,M,37.0,TÉC,TI,SUB,P,NOT,2021,0
ND,M,37.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,37.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,42.0,FIC,APS,NSA,D,NSA,2021,1
ND,M,42.0,FIC,APC,NSA,D,NSA,2021,1
ND,M,42.0,FIC,CTUCAL,NSA,D,NSA,2021,0
ND,M,42.0,TÉC,GT,SUB,P,INT,2021,0
ND,M,42.0,TÉC,GT,SUB,P,INT,2021,0
ND,M,42.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,M,42.0,TÉC,SJ,SUB,P,NOT,2021,0
ND,M,42.0,TÉC,SJ,SUB,P,NOT,2021,1
ND,M,42.0,TÉC,TA,SUB,P,NOT,2021,0
ND,M,42.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,42.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,47.0,FIC,AC,NSA,D,NSA,2021,1
ND,M,47.0,FIC,APS,NSA,D,NSA,2021,1
ND,M,47.0,FIC,APS,NSA,D,NSA,2021,1
ND,M,47.0,FIC,AL,NSA,D,NSA,2021,1
ND,M,47.0,TÉC,GT,SUB,P,INT,2021,0
ND,M,47.0,TÉC,GT,SUB,P,VES,2021,0
ND,M,47.0,TÉC,TA,SUB,P,NOT,2021,1
ND,M,52.0,FIC,AC,NSA,D,NSA,2021,1
ND,M,52.0,FIC,APS,NSA,D,NSA,2021,1
ND,M,52.0,FIC,AL,NSA,D,NSA,2021,0
ND,M,52.0,FIC,CTUCAL,NSA,D,NSA,2021,1
ND,M,57.0,FIC,AL,NSA,D,NSA,2021,1
